"","waypoint","site","camera","habitat","canopy_cov","elev_m.x","sui_top","sui_bottom","lon","lat","face_num","face_dir","camera angle","incline parallel","incline perpendicular","distance to quadrat_cm","deploy date","removal date","notes","aji_note","elev_m.y","Achillea_millefolium.x","Alchemilla_conjuncta.x","Alchemilla_xanthochlora.x","Anthyllis_vulneraria.x","Bellis_perennis.x","Campanula_scheuchzeri.x","Carlina_acaulis.x","Crocus_albiflorus.x","Euphrasia_minima.x","Gentianella_sp.x","Helianthemum_nummularium.x","Hepatica_nobilis.x","Hippocrepis_comosa.x","Leontodon_hispidus.x","Lotus_alpinus.x","Lotus_sp.x","Pedicularis_verticillata.x","Plantago_lanceolata.x","Plantago_media.x","Potentilla_aurea.x","Primula_sp.x","Ranunculus_montanus.x","Salvia_pratensis.x","Silene_vulgaris.x","Soldanella_alpina.x","Taraxacum_officinale.x","Trifolium_badium.x","Trifolium_montanum.x","Trifolium_pratense.x","Trollius_europaeus.x","Viola_biflora.x","Viola_calcarata.x","Viola_sp.x","elev_m.x.x","Achillea_millefolium.y","Alchemilla_conjuncta.y","Alchemilla_xanthochlora.y","Anthyllis_vulneraria.y","Bellis_perennis.y","Campanula_scheuchzeri.y","Carlina_acaulis.y","Crocus_albiflorus.y","Euphrasia_minima.y","Gentianella_sp.y","Helianthemum_nummularium.y","Hepatica_nobilis.y","Hippocrepis_comosa.y","Leontodon_hispidus.y","Lotus_alpinus.y","Lotus_sp.y","Pedicularis_verticillata.y","Plantago_lanceolata.y","Plantago_media.y","Potentilla_aurea.y","Primula_sp.y","Ranunculus_montanus.y","Salvia_pratensis.y","Silene_vulgaris.y","Soldanella_alpina.y","Taraxacum_officinale.y","Trifolium_badium.y","Trifolium_montanum.y","Trifolium_pratense.y","Trollius_europaeus.y","Viola_biflora.y","Viola_calcarata.y","Viola_sp.y","elev_m.y.y","Achillea_millefolium.x.x","Alchemilla_conjuncta.x.x","Alchemilla_xanthochlora.x.x","Anthyllis_vulneraria.x.x","Bellis_perennis.x.x","Campanula_scheuchzeri.x.x","Carlina_acaulis.x.x","Crocus_albiflorus.x.x","Euphrasia_minima.x.x","Gentianella_sp.x.x","Helianthemum_nummularium.x.x","Hepatica_nobilis.x.x","Hippocrepis_comosa.x.x","Leontodon_hispidus.x.x","Lotus_alpinus.x.x","Lotus_sp.x.x","Pedicularis_verticillata.x.x","Plantago_lanceolata.x.x","Plantago_media.x.x","Potentilla_aurea.x.x","Primula_sp.x.x","Ranunculus_montanus.x.x","Salvia_pratensis.x.x","Silene_vulgaris.x.x","Soldanella_alpina.x.x","Taraxacum_officinale.x.x","Trifolium_badium.x.x","Trifolium_montanum.x.x","Trifolium_pratense.x.x","Trollius_europaeus.x.x","Viola_biflora.x.x","Viola_calcarata.x.x","Viola_sp.x.x","elev_m","Achillea_millefolium.y.y","Alchemilla_conjuncta.y.y","Alchemilla_xanthochlora.y.y","Anthyllis_vulneraria.y.y","Bellis_perennis.y.y","Campanula_scheuchzeri.y.y","Carlina_acaulis.y.y","Crocus_albiflorus.y.y","Euphrasia_minima.y.y","Gentianella_sp.y.y","Helianthemum_nummularium.y.y","Hepatica_nobilis.y.y","Hippocrepis_comosa.y.y","Leontodon_hispidus.y.y","Lotus_alpinus.y.y","Lotus_sp.y.y","Pedicularis_verticillata.y.y","Plantago_lanceolata.y.y","Plantago_media.y.y","Potentilla_aurea.y.y","Primula_sp.y.y","Ranunculus_montanus.y.y","Salvia_pratensis.y.y","Silene_vulgaris.y.y","Soldanella_alpina.y.y","Taraxacum_officinale.y.y","Trifolium_badium.y.y","Trifolium_montanum.y.y","Trifolium_pratense.y.y","Trollius_europaeus.y.y","Viola_biflora.y.y","Viola_calcarata.y.y","Viola_sp.y.y"
"16",539,"below treeline","cam19","canopy","> 90",1388,756447,192878,9.49082,46.86862,276,"w",-5,15,4,144,"06.04.2022","06.10.2022",NA,"ideal",1388,NA,199.955974842767,251.5,120,NA,NA,NA,222.103896103896,NA,NA,NA,129.860827722031,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388,NA,142,229,118,NA,NA,NA,130,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388,NA,256,274,122,NA,NA,NA,268,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388,NA,114,45,4,NA,NA,NA,138,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",540,"below treeline","cam20","canopy","> 90",1390,756440,192858,9.49073,46.86844,263,"w",-5,21,1,248,"06.04.2022","06.10.2022",NA,"ideal",1390,NA,254.19696969697,NA,196.298850574713,NA,247,NA,186.945692883895,NA,NA,NA,163.692030771945,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.68115942029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,NA,248,NA,181,NA,243,NA,136,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,NA,264,NA,227,NA,251,NA,264,NA,NA,NA,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,NA,16,NA,46,NA,8,NA,128,NA,NA,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",542,"below treeline","cam22","canopy","> 90",1383,756440,192819,9.49071,46.86809,239,"sw",0,21,13,409,"06.04.2022","06.10.2022","frame adjusted 12 April 2022",NA,1383,NA,179.511695906433,115.5,205.141762452107,NA,NA,NA,188.14121006616,NA,NA,NA,152.290151614771,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.5,NA,NA,NA,NA,NA,NA,NA,NA,201.615384615385,NA,NA,1383,NA,109,110,110,NA,NA,NA,96,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,1383,NA,276,121,251,NA,NA,NA,284,NA,NA,NA,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,1383,NA,167,11,141,NA,NA,NA,188,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA
"19",532,"below treeline","cam23","open","0",1399,756374,192939,9.48989,46.86918,298,"sw",-5,5,0,560,"06.04.2022","06.10.2022","frame adjusted 27 April 2022; perpendicular incline is estimate based on map location (no entry on datasheet)","might be better closer",1399,NA,266.10156888114,NA,NA,251,183.4,NA,244.024875621891,NA,NA,123.168659220336,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.462042030213,162.390255668114,153.799336650083,NA,127.637530746278,NA,NA,NA,123.702865080279,NA,NA,NA,1399,NA,239,NA,NA,248,154,NA,233,NA,NA,113,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,138,140,NA,111,NA,NA,NA,111,NA,NA,NA,1399,NA,285,NA,NA,254,218,NA,253,NA,NA,131,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,222,166,NA,137,NA,NA,NA,138,NA,NA,NA,1399,NA,46,NA,NA,6,64,NA,20,NA,NA,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,84,26,NA,26,NA,NA,NA,27,NA,NA,NA
"20",544,"below treeline","cam24","canopy","> 90",1431,756270,192981,9.48854,46.86958,300,"nw",-5,31,5,153,"06.04.2022","06.10.2022",NA,"ideal",1431,NA,NA,NA,226.344303731738,NA,106.62962962963,NA,NA,NA,NA,NA,185.995726495727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431,NA,NA,NA,167,NA,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431,NA,NA,NA,284,NA,110,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431,NA,NA,NA,117,NA,10,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",541,"below treeline","cam26","canopy","> 90",1384,756424,192828,9.49051,46.86817,325,"nw",15,18,2,100,"06.04.2022","06.10.2022","frame adjusted 27 April 2022","bit closer might be better",1384,NA,229.539971083187,NA,271.616666666667,NA,NA,NA,185.704254480014,NA,NA,NA,205.586660000859,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.495143160561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384,NA,142,NA,266,NA,NA,NA,113,NA,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384,NA,284,NA,277,NA,NA,NA,255,NA,NA,NA,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384,NA,142,NA,11,NA,NA,NA,142,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",560,"at treeline","cam5","canopy",NA,1929,756491,194923,9.4921,46.88699,331,"nw",4,11,20,285,"11.05.2022","06.10.2022",NA,NA,1929,NA,187.824039653036,268.41625180335,265,NA,NA,NA,160.136531699762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.806490749166,197.111111111111,268,NA,NA,NA,NA,NA,NA,170.1875,NA,NA,1929,NA,139,246,262,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,192,265,NA,NA,NA,NA,NA,NA,144,NA,NA,1929,NA,255,285,268,NA,NA,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,201,271,NA,NA,NA,NA,NA,NA,224,NA,NA,1929,NA,116,39,6,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,9,6,NA,NA,NA,NA,NA,NA,80,NA,NA
"23",565,"at treeline","cam6","open",NA,1954,756459,195051,9.49173,46.88815,298,"nw",10,10,10,271,"11.05.2022","06.10.2022","36?",NA,1954,NA,195.394314534617,NA,180.445672223184,NA,165.433087049241,NA,151.401761502345,NA,NA,NA,NA,167,NA,168.5,NA,NA,NA,NA,NA,NA,159.710782800618,NA,NA,NA,NA,NA,NA,NA,NA,145.555555555556,147.860465116279,147.943502824859,1954,NA,141,NA,154,NA,125,NA,126,NA,NA,NA,NA,161,NA,165,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,143,136,141,1954,NA,276,NA,286,NA,222,NA,285,NA,NA,NA,NA,173,NA,172,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,149,164,159,1954,NA,135,NA,132,NA,97,NA,159,NA,NA,NA,NA,12,NA,7,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,6,28,18
"24",569,"at treeline","cam15","open",NA,1904,756546,194917,9.49282,46.88693,237,"sw",-19,10,20,186,"11.05.2022","06.10.2022",NA,NA,1904,NA,215.404460265913,252.551440329218,186.181818181818,NA,174.807083876324,NA,NA,191,NA,NA,238.928205128205,NA,177.866666666667,NA,NA,NA,NA,NA,NA,NA,158.526041666667,NA,NA,NA,159.133333333333,NA,NA,NA,NA,NA,NA,139,1904,NA,142,228,162,NA,126,NA,NA,189,NA,NA,194,NA,173,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,137,NA,NA,NA,NA,NA,NA,135,1904,NA,286,275,199,NA,203,NA,NA,193,NA,NA,264,NA,182,NA,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,143,1904,NA,144,47,37,NA,77,NA,NA,4,NA,NA,70,NA,9,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,8
"25",566,"at treeline","cam28","open",NA,1945,756494,195025,9.49218,46.88791,21,"n",-10,3,10,270,"11.05.2022","06.10.2022",NA,NA,1945,NA,180.5,239.789115646258,208.5,NA,210.296296296296,NA,134.4910806415,NA,NA,NA,239.438364893384,NA,186.240310077519,NA,NA,NA,NA,NA,NA,NA,161.003761165961,NA,NA,NA,NA,NA,NA,NA,NA,163.5,NA,204.5,1945,NA,177,210,204,NA,198,NA,126,NA,NA,NA,202,NA,169,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,161,NA,201,1945,NA,184,256,213,NA,224,NA,196,NA,NA,NA,283,NA,206,NA,NA,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,166,NA,208,1945,NA,7,46,9,NA,26,NA,70,NA,NA,NA,81,NA,37,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,7
"26",570,"at treeline","cam29","open",NA,1900,756552,194907,9.4929,46.88684,242,"sw",0,20,0,141,"11.05.2022","06.10.2022",NA,NA,1900,232.866666666667,198.401855838191,167.635738831615,NA,NA,170.230769230769,NA,133.127709649375,NA,NA,NA,233.956617457168,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.826103946854,NA,178.5,NA,NA,NA,224.5,172,NA,NA,NA,NA,1900,227,140,151,NA,NA,146,NA,126,NA,NA,NA,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,174,NA,NA,NA,222,150,NA,NA,NA,NA,1900,241,257,182,NA,NA,215,NA,162,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,NA,183,NA,NA,NA,227,194,NA,NA,NA,NA,1900,14,117,31,NA,NA,69,NA,36,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,9,NA,NA,NA,5,44,NA,NA,NA,NA
"27",567,"at treeline","cam30","open",NA,1926,756517,194969,9.49246,46.8874,286,"w",-11,30,7,194,"11.05.2022","06.10.2022",NA,NA,1926,NA,197.071201835955,NA,209.988095238095,NA,175.6875,NA,151.754530879925,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.960768175583,NA,NA,NA,150.5,NA,NA,188.49494949495,NA,NA,NA,NA,1926,NA,139,NA,178,NA,159,NA,127,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,146,NA,NA,183,NA,NA,NA,NA,1926,NA,255,NA,237,NA,196,NA,190,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,NA,NA,NA,155,NA,NA,196,NA,NA,NA,NA,1926,NA,116,NA,59,NA,37,NA,63,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,9,NA,NA,13,NA,NA,NA,NA
"28",558,"at treeline","cam31","canopy",NA,1935,756492,195008,9.49215,46.88776,250,"w",3,20,10,240,"11.05.2022","06.10.2022",NA,NA,1935,199,199.67032967033,270.5,NA,NA,194.111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.253376906318,NA,230.351586435702,NA,NA,NA,265.109485712575,193.802469135802,NA,NA,NA,NA,1935,194,152,267,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,182,NA,NA,NA,240,187,NA,NA,NA,NA,1935,204,245,274,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,NA,283,NA,NA,NA,284,199,NA,NA,NA,NA,1935,10,93,7,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,101,NA,NA,NA,44,12,NA,NA,NA,NA
"29",561,"at treeline","cam32","canopy",NA,1922,756501,194940,9.49224,46.88714,305,"nw",-10,27,0,211,"11.05.2022","06.10.2022",NA,NA,1922,NA,197.376996805112,181.090909090909,182.833333333333,NA,180.25,NA,NA,NA,141,NA,141,NA,178.391304347826,NA,NA,NA,NA,NA,NA,NA,153.231399124665,NA,NA,NA,177,193.666666666667,184.503267973856,186.824561403509,NA,219.5,NA,NA,1922,NA,159,170,172,NA,138,NA,NA,NA,138,NA,138,NA,170,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,175,180,176,181,NA,217,NA,NA,1922,NA,251,195,190,NA,223,NA,NA,NA,144,NA,144,NA,190,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,179,212,191,194,NA,222,NA,NA,1922,NA,92,25,18,NA,85,NA,NA,NA,6,NA,6,NA,20,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,4,32,15,13,NA,5,NA,NA
"30",557,"at treeline","cam33","canopy",NA,1946,756454,195022,9.49165,46.88789,235,"sw",4,18,0,398,"11.05.2022","06.10.2022","cows trampled stakes, quadrat location estimated",NA,1946,201.555555555556,203.102803738318,176.37037037037,220.41976507441,NA,202.12,NA,227.925925925926,204.571428571429,NA,NA,NA,NA,194.21875,166.5,NA,NA,NA,203.466666666667,NA,NA,172.683865683866,NA,NA,NA,193.833333333333,NA,205,196.5,NA,NA,NA,226.37037037037,1946,199,171,171,171,NA,193,NA,150,150,NA,NA,NA,NA,178,164,NA,NA,NA,196,NA,NA,140,NA,NA,NA,187,NA,202,190,NA,NA,NA,199,1946,205,274,182,286,NA,209,NA,273,276,NA,NA,NA,NA,206,169,NA,NA,NA,208,NA,NA,207,NA,NA,NA,201,NA,208,203,NA,NA,NA,273,1946,6,103,11,115,NA,16,NA,123,126,NA,NA,NA,NA,28,5,NA,NA,NA,12,NA,NA,67,NA,NA,NA,14,NA,6,13,NA,NA,NA,74
"31",556,"at treeline","cam34","canopy",NA,1854,756428,195000,9.4913,46.8877,262,"w",-15,16,0,155,"11.05.2022","06.10.2022","elevation correct? 1954 seems more accurate; cows trampled stakes, quadrat location estimated",NA,1854,NA,239.234048266109,NA,195.030303030303,169.5,173.150442477876,NA,NA,188.5,NA,184.5,NA,NA,180.159420289855,NA,NA,NA,NA,192,NA,NA,159.337078651685,NA,NA,NA,181.185185185185,176,141.5,NA,NA,NA,NA,233.316344992,1854,NA,137,NA,176,163,135,NA,NA,186,NA,182,NA,NA,175,NA,NA,NA,NA,190,NA,NA,137,NA,NA,NA,175,172,138,NA,NA,NA,NA,140,1854,NA,283,NA,218,176,215,NA,NA,191,NA,187,NA,NA,184,NA,NA,NA,NA,194,NA,NA,219,NA,NA,NA,187,180,145,NA,NA,NA,NA,284,1854,NA,146,NA,42,13,80,NA,NA,5,NA,5,NA,NA,9,NA,NA,NA,NA,4,NA,NA,82,NA,NA,NA,12,8,7,NA,NA,NA,NA,144
"32",564,"at treeline","cam35","open",NA,1951,756464,195000,9.49178,46.88769,307,"nw",6,18,12,613,"11.05.2022","06.10.2022",NA,NA,1951,NA,NA,NA,NA,224.927536231884,184.58064516129,NA,218.746127204362,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.5,1951,NA,NA,NA,NA,173,138,NA,127,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,1951,NA,NA,NA,NA,269,239,NA,282,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,1951,NA,NA,NA,NA,96,101,NA,155,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"33",562,"at treeline","cam36","canopy",NA,1923,756517,194950,9.49245,46.88723,258,"w",-5,20,20,6,"11.05.2022","06.10.2022",NA,NA,1923,178,176.75,226.944444444444,159.5,NA,175.913043478261,NA,174.739532353453,NA,NA,NA,226.452830188679,NA,NA,NA,NA,NA,188.5,NA,NA,NA,154.935802469136,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,135.430239707815,1923,176,156,217,155,NA,133,NA,123,NA,NA,NA,200,NA,NA,NA,NA,NA,186,NA,NA,NA,137,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,126,1923,180,187,233,164,NA,215,NA,235,NA,NA,NA,241,NA,NA,NA,NA,NA,191,NA,NA,NA,184,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,141,1923,4,31,16,9,NA,82,NA,112,NA,NA,NA,41,NA,NA,NA,NA,NA,5,NA,NA,NA,47,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,15
"34",559,"at treeline","cam37","canopy",NA,1940,756471,194979,9.49186,46.8875,269,"w",-15,12,4,243,"11.05.2022","06.10.2022",NA,NA,1940,202.5,213.75,208.695021518537,206.423357664234,NA,161.512195121951,239.071428571429,231.921547897977,NA,NA,155.534482758621,NA,NA,176,NA,NA,NA,NA,196,183.384615384615,NA,157.671111111111,NA,NA,139,155.133333333333,NA,150.611032653006,193.56862745098,NA,194.5,NA,145.179487179487,1940,199,158,142,146,NA,152,221,127,NA,NA,142,NA,NA,173,NA,NA,NA,NA,188,152,NA,137,NA,NA,135,141,NA,125,177,NA,186,NA,135,1940,206,274,283,244,NA,172,252,284,NA,NA,173,NA,NA,179,NA,NA,NA,NA,204,203,NA,199,NA,NA,143,180,NA,194,209,NA,203,NA,156,1940,7,116,141,98,NA,20,31,157,NA,NA,31,NA,NA,6,NA,NA,NA,NA,16,51,NA,62,NA,NA,8,39,NA,69,32,NA,17,NA,21
"35",563,"at treeline","cam38","open",NA,1961,759435,194990,9.49135,46.8876,257,"w",-18,3,0,134,"11.05.2022","06.10.2022",NA,NA,1961,256.125,205.961904761905,256.726059770469,184.869001297017,NA,175.23631840796,NA,234.110049467828,NA,146.897435897436,182.5,245.456790123457,NA,186.2,NA,184,NA,NA,NA,188,NA,176.056939501779,NA,NA,NA,171.538461538461,NA,193,193.577777777778,NA,NA,148.5,165.220338983051,1961,246,153,200,148,NA,136,NA,143,NA,138,175,211,NA,175,NA,177,NA,NA,NA,183,NA,141,NA,NA,NA,143,NA,174,152,NA,NA,146,148,1961,270,275,284,228,NA,259,NA,284,NA,158,190,267,NA,198,NA,191,NA,NA,NA,193,NA,202,NA,NA,NA,185,NA,205,251,NA,NA,151,203,1961,24,122,84,80,NA,123,NA,141,NA,20,15,56,NA,23,NA,14,NA,NA,NA,10,NA,61,NA,NA,NA,42,NA,31,99,NA,NA,5,55
